drug_name	drug_id	ind_name	ind_id	NCT	status	phase	DetailedStatus	label	functional_failure	doid_code	doid_name
Doxorubicin	DB00997	leukemia	C0023418	NCT01005914	Terminated	Phase 2	Increased rate of bacterial infections	0	True	DOID:2531	hematologic cancer
Dexamethasone	DB01234	leukemia	C0023418	NCT01005914	Terminated	Phase 2	Increased rate of bacterial infections	0	True	DOID:2531	hematologic cancer
Cytarabine	DB00987	leukemia	C0023418	NCT01018069	Terminated	Phase 2	Failed to reach endpoints	0	True	DOID:2531	hematologic cancer
Idarubicin	DB01177	leukemia	C0023418	NCT01018069	Terminated	Phase 2	Failed to reach endpoints	0	True	DOID:2531	hematologic cancer
Propofol	DB00818	leukemia	C0023418	NCT01326078	Withdrawn	Phase 2/Phase 3	The Sponsor has no interest in continuing the study.	0	True	DOID:2531	hematologic cancer
Alemtuzumab	DB00087	leukemia	C0023418	NCT01518153	Terminated	Phase 2	Objectives not met.	0	True	DOID:2531	hematologic cancer
Methotrexate	DB00563	leukemia	C0023418	NCT01518153	Terminated	Phase 2	Objectives not met.	0	True	DOID:2531	hematologic cancer
Tacrolimus	DB00864	leukemia	C0023418	NCT01518153	Terminated	Phase 2	Objectives not met.	0	True	DOID:2531	hematologic cancer
Melphalan	DB01042	leukemia	C0023418	NCT01518153	Terminated	Phase 2	Objectives not met.	0	True	DOID:2531	hematologic cancer
Fludarabine	DB01073	leukemia	C0023418	NCT01518153	Terminated	Phase 2	Objectives not met.	0	True	DOID:2531	hematologic cancer
Aldesleukin	DB00041	Cutaneous Melanoma	C0151779	NCT00704938	Terminated	Phase 2	Terminated due to withdrawal of support from our collaborator.	0	True	DOID:4159	skin cancer
Fludarabine	DB01073	Cutaneous Melanoma	C0151779	NCT00704938	Terminated	Phase 2	Terminated due to withdrawal of support from our collaborator.	0	True	DOID:4159	skin cancer
Valproic Acid	DB00313	Medulloblastoma	C0025149	NCT01861990	Withdrawn	Phase 1	Feasibility of the trial was proven to be absent.	0	True	DOID:1319	brain cancer
Iloprost	DB01088	Systemic Scleroderma	C0036421	NCT00622687	Terminated	Phase 2	sufficient number to reach the primary endpoint and as planned	0	True	DOID:418	systemic scleroderma
Alemtuzumab	DB00087	Systemic Scleroderma	C0036421	NCT00684255	Terminated	Phase 1	inactive	0	True	DOID:418	systemic scleroderma
Busulfan	DB01008	Systemic Scleroderma	C0036421	NCT00684255	Terminated	Phase 1	inactive	0	True	DOID:418	systemic scleroderma
Fludarabine	DB01073	Systemic Scleroderma	C0036421	NCT00684255	Terminated	Phase 1	inactive	0	True	DOID:418	systemic scleroderma
Irinotecan	DB00762	Mucinous adenocarcinoma of colon	C0279639	NCT01285102	Terminated	Phase 2	This study was closed early by the DSMB due to increased toxicity.	0	True	DOID:219	colon cancer
Irinotecan	DB00762	mucinous adenocarcinoma of rectum	C0279652	NCT01285102	Terminated	Phase 2	This study was closed early by the DSMB due to increased toxicity.	0	True	DOID:1993	rectum cancer
Irinotecan	DB00762	signet ring adenocarcinoma of the colon	C0279640	NCT01285102	Terminated	Phase 2	This study was closed early by the DSMB due to increased toxicity.	0	True	DOID:219	colon cancer
Irinotecan	DB00762	signet ring adenocarcinoma of the rectum	C0279654	NCT01285102	Terminated	Phase 2	This study was closed early by the DSMB due to increased toxicity.	0	True	DOID:1993	rectum cancer
Carboplatin	DB00958	ovarian neoplasm	C0919267	NCT00407407	Terminated	Phase 1	MTD not determined	0	True	DOID:2394	ovarian cancer
Paclitaxel	DB01229	ovarian neoplasm	C0919267	NCT00407407	Terminated	Phase 1	MTD not determined	0	True	DOID:2394	ovarian cancer
Carboplatin	DB00958	ovarian neoplasm	C0919267	NCT00976183	Terminated	Phase 1/Phase 2	toxicities	0	True	DOID:2394	ovarian cancer
Vorinostat	DB02546	ovarian neoplasm	C0919267	NCT00976183	Terminated	Phase 1/Phase 2	toxicities	0	True	DOID:2394	ovarian cancer
Gemcitabine	DB00441	ovarian neoplasm	C0919267	NCT01016054	Terminated	Phase 1	Trial was terminated to allow sponsors to evaluate the future development of the drug program	0	True	DOID:2394	ovarian cancer
Carboplatin	DB00958	ovarian neoplasm	C0919267	NCT01016054	Terminated	Phase 1	Trial was terminated to allow sponsors to evaluate the future development of the drug program	0	True	DOID:2394	ovarian cancer
Doxorubicin	DB00997	ovarian neoplasm	C0919267	NCT01016054	Terminated	Phase 1	Trial was terminated to allow sponsors to evaluate the future development of the drug program	0	True	DOID:2394	ovarian cancer
Gemcitabine	DB00441	ovarian neoplasm	C0919267	NCT01279291	Terminated	Phase 1	The study was stopped due to the inability to determine an acceptable dose with the potential    for further study	0	True	DOID:2394	ovarian cancer
Carboplatin	DB00958	ovarian neoplasm	C0919267	NCT01279291	Terminated	Phase 1	The study was stopped due to the inability to determine an acceptable dose with the potential    for further study	0	True	DOID:2394	ovarian cancer
Doxorubicin	DB00997	ovarian neoplasm	C0919267	NCT01279291	Terminated	Phase 1	The study was stopped due to the inability to determine an acceptable dose with the potential    for further study	0	True	DOID:2394	ovarian cancer
Paclitaxel	DB01229	ovarian neoplasm	C0919267	NCT01279291	Terminated	Phase 1	The study was stopped due to the inability to determine an acceptable dose with the potential    for further study	0	True	DOID:2394	ovarian cancer
Cisplatin	DB00515	Adenocarcinoma Of Esophagus	C0279628	NCT00064259	Terminated	Phase 1/Phase 2	Discontinued development of G3139 (oblimersen)	0	True	DOID:5041	esophageal cancer
Fluorouracil	DB00544	Adenocarcinoma Of Esophagus	C0279628	NCT00064259	Terminated	Phase 1/Phase 2	Discontinued development of G3139 (oblimersen)	0	True	DOID:5041	esophageal cancer
Cisplatin	DB00515	Adenocarcinoma Of Esophagus	C0279628	NCT00573131	Terminated	Phase 2	OncoGel did not show any impact on overall tumor response	0	True	DOID:5041	esophageal cancer
Carboplatin	DB00958	Adenocarcinoma Of Esophagus	C0279628	NCT01395537	Terminated	Phase 1/Phase 2	Research Cancelled	0	True	DOID:5041	esophageal cancer
Paclitaxel	DB01229	Adenocarcinoma Of Esophagus	C0279628	NCT01395537	Terminated	Phase 1/Phase 2	Research Cancelled	0	True	DOID:5041	esophageal cancer
Lapatinib	DB01259	Adenocarcinoma Of Esophagus	C0279628	NCT01395537	Terminated	Phase 1/Phase 2	Research Cancelled	0	True	DOID:5041	esophageal cancer
Cisplatin	DB00515	diffuse adenocarcinoma of the stomach	C0279635	NCT00064259	Terminated	Phase 1/Phase 2	Discontinued development of G3139 (oblimersen)	0	True	DOID:10534	stomach cancer
Fluorouracil	DB00544	diffuse adenocarcinoma of the stomach	C0279635	NCT00064259	Terminated	Phase 1/Phase 2	Discontinued development of G3139 (oblimersen)	0	True	DOID:10534	stomach cancer
Cisplatin	DB00515	Squamous cell carcinoma of esophagus	C0279626	NCT00064259	Terminated	Phase 1/Phase 2	Discontinued development of G3139 (oblimersen)	0	True	DOID:5041	esophageal cancer
Fluorouracil	DB00544	Squamous cell carcinoma of esophagus	C0279626	NCT00064259	Terminated	Phase 1/Phase 2	Discontinued development of G3139 (oblimersen)	0	True	DOID:5041	esophageal cancer
Alemtuzumab	DB00087	Chronic myeloproliferative disorder	C1292778	NCT00069992	Terminated	Phase 2	Closed due to competing protocols	0	True	DOID:2531	hematologic cancer
Fludarabine	DB01073	Chronic myeloproliferative disorder	C1292778	NCT00069992	Terminated	Phase 2	Closed due to competing protocols	0	True	DOID:2531	hematologic cancer
Diclofenac	DB00586	Kidney Failure, Chronic	C0022661	NCT01481610	Terminated	Phase 2	Interim analysis shows harma to one of the study arms.	0	True	DOID:784	chronic kidney failure
Lumiracoxib	DB01283	Kidney Failure, Chronic	C0022661	NCT01481610	Terminated	Phase 2	Interim analysis shows harma to one of the study arms.	0	True	DOID:784	chronic kidney failure
Sorafenib	DB00398	Liver neoplasms	C0023903	NCT01009593	Terminated	Phase 3	See termination reason in detailed description	0	True	DOID:3571	liver cancer
Sirolimus	DB00877	Liver neoplasms	C0023903	NCT01281943	Withdrawn	Phase 2	Doxil Shortage	0	True	DOID:3571	liver cancer
Doxorubicin	DB00997	Liver neoplasms	C0023903	NCT01281943	Withdrawn	Phase 2	Doxil Shortage	0	True	DOID:3571	liver cancer
Everolimus	DB01590	Liver neoplasms	C0023903	NCT01281943	Withdrawn	Phase 2	Doxil Shortage	0	True	DOID:3571	liver cancer
Bortezomib	DB00188	Bronchioloalveolar Adenocarcinoma	C0007120	NCT00117351	Terminated	Phase 2	insufficient efficacy	0	True	DOID:1324	lung cancer
Sildenafil	DB00203	Pre-Eclampsia	C0032914	NCT00141310	Terminated	Phase 2	Study prematurely discont’d 20-Apr-2006 after interim analysis suggested sample size could be    reduced without losing power. No safety concerns led to decision.	0	True	DOID:10763	hypertension
Topiramate	DB00273	Metabolic Syndrome X	C0524620	NCT00243984	Suspended	Phase 3	Study was discontinued because of high drop out rate.	0	True	DOID:14221	metabolic syndrome X
Dacarbazine	DB00851	Glioblastoma	C0017636	NCT00365222	Terminated	Phase 2	IRB Study Closure	0	True	DOID:3070	malignant glioma
Temozolomide	DB00853	Glioblastoma	C0017636	NCT00365222	Terminated	Phase 2	IRB Study Closure	0	True	DOID:3070	malignant glioma
Dacarbazine	DB00851	Glioblastoma	C0017636	NCT00895960	Terminated	Phase 1	Sponsor withdrew support; Study did not progress to Phase II.	0	True	DOID:3070	malignant glioma
Temozolomide	DB00853	Glioblastoma	C0017636	NCT00895960	Terminated	Phase 1	Sponsor withdrew support; Study did not progress to Phase II.	0	True	DOID:3070	malignant glioma
Dasatinib	DB01254	Glioblastoma	C0017636	NCT00895960	Terminated	Phase 1	Sponsor withdrew support; Study did not progress to Phase II.	0	True	DOID:3070	malignant glioma
Valproic Acid	DB00313	Glioblastoma	C0017636	NCT01861990	Withdrawn	Phase 1	Feasibility of the trial was proven to be absent.	0	True	DOID:3070	malignant glioma
Dacarbazine	DB00851	Glioblastoma	C0017636	NCT02661113	Withdrawn	Phase 2	Sponsor withdrew support; Study did not progress to Phase II (Phase I registration    NCT00895960)	0	True	DOID:3070	malignant glioma
Temozolomide	DB00853	Glioblastoma	C0017636	NCT02661113	Withdrawn	Phase 2	Sponsor withdrew support; Study did not progress to Phase II (Phase I registration    NCT00895960)	0	True	DOID:3070	malignant glioma
Dasatinib	DB01254	Glioblastoma	C0017636	NCT02661113	Withdrawn	Phase 2	Sponsor withdrew support; Study did not progress to Phase II (Phase I registration    NCT00895960)	0	True	DOID:3070	malignant glioma
Dacarbazine	DB00851	gliosarcoma	C0206726	NCT00365222	Terminated	Phase 2	IRB Study Closure	0	True	DOID:3070	malignant glioma
Temozolomide	DB00853	gliosarcoma	C0206726	NCT00365222	Terminated	Phase 2	IRB Study Closure	0	True	DOID:3070	malignant glioma
Sunitinib	DB01268	Pancreatic Endocrine Carcinoma	C1328479	NCT00428597	Terminated	Phase 3	Refer to Detailed Description.	0	True	DOID:1793	pancreatic cancer
Sunitinib	DB01268	Pancreatic carcinoma	C0235974	NCT00428597	Terminated	Phase 3	Refer to Detailed Description.	0	True	DOID:1793	pancreatic cancer
Bevacizumab	DB00112	Cholangiocarcinoma	C0206698	NCT00426829	Terminated	Phase 1	Low Accural	0	True	DOID:4606	bile duct cancer
Carboplatin	DB00958	Fallopian Tube Neoplasms	C0015558	NCT00407407	Terminated	Phase 1	MTD not determined	0	True	DOID:1964	fallopian tube cancer
Paclitaxel	DB01229	Fallopian Tube Neoplasms	C0015558	NCT00407407	Terminated	Phase 1	MTD not determined	0	True	DOID:1964	fallopian tube cancer
Gemcitabine	DB00441	Fallopian Tube Neoplasms	C0015558	NCT01279291	Terminated	Phase 1	The study was stopped due to the inability to determine an acceptable dose with the potential    for further study	0	True	DOID:1964	fallopian tube cancer
Carboplatin	DB00958	Fallopian Tube Neoplasms	C0015558	NCT01279291	Terminated	Phase 1	The study was stopped due to the inability to determine an acceptable dose with the potential    for further study	0	True	DOID:1964	fallopian tube cancer
Doxorubicin	DB00997	Fallopian Tube Neoplasms	C0015558	NCT01279291	Terminated	Phase 1	The study was stopped due to the inability to determine an acceptable dose with the potential    for further study	0	True	DOID:1964	fallopian tube cancer
Paclitaxel	DB01229	Fallopian Tube Neoplasms	C0015558	NCT01279291	Terminated	Phase 1	The study was stopped due to the inability to determine an acceptable dose with the potential    for further study	0	True	DOID:1964	fallopian tube cancer
Gemcitabine	DB00441	Pancreatic Neoplasm	C0030297	NCT00574275	Terminated	Phase 3	Data Monitoring Committee concluded after a planned interim analysis that aflibercept added to    gemcitabine would be unable to demonstrate improved survival	0	True	DOID:1793	pancreatic cancer
Carboplatin	DB00958	Epithelial ovarian cancer	C0677886	NCT01000896	Withdrawn	Phase 1	AstraZeneca has discontinued the development of AZD0530. No new AstraZeneca-sponsored clinical    studies will be initiated..	0	True	DOID:2394	ovarian cancer
Paclitaxel	DB01229	Epithelial ovarian cancer	C0677886	NCT01000896	Withdrawn	Phase 1	AstraZeneca has discontinued the development of AZD0530. No new AstraZeneca-sponsored clinical    studies will be initiated..	0	True	DOID:2394	ovarian cancer
Vincristine	DB00541	Adult Kidney Wilms Tumor	C1332219	NCT00945009	Suspended	Phase 3	Temporarily stopped for assessment	0	True	DOID:263	kidney cancer
Etoposide	DB00773	Adult Kidney Wilms Tumor	C1332219	NCT00945009	Suspended	Phase 3	Temporarily stopped for assessment	0	True	DOID:263	kidney cancer
Dactinomycin	DB00970	Adult Kidney Wilms Tumor	C1332219	NCT00945009	Suspended	Phase 3	Temporarily stopped for assessment	0	True	DOID:263	kidney cancer
Doxorubicin	DB00997	Adult Kidney Wilms Tumor	C1332219	NCT00945009	Suspended	Phase 3	Temporarily stopped for assessment	0	True	DOID:263	kidney cancer
Vincristine	DB00541	Childhood Kidney Wilms Tumor	C1333015	NCT00945009	Suspended	Phase 3	Temporarily stopped for assessment	0	True	DOID:263	kidney cancer
Etoposide	DB00773	Childhood Kidney Wilms Tumor	C1333015	NCT00945009	Suspended	Phase 3	Temporarily stopped for assessment	0	True	DOID:263	kidney cancer
Dactinomycin	DB00970	Childhood Kidney Wilms Tumor	C1333015	NCT00945009	Suspended	Phase 3	Temporarily stopped for assessment	0	True	DOID:263	kidney cancer
Doxorubicin	DB00997	Childhood Kidney Wilms Tumor	C1333015	NCT00945009	Suspended	Phase 3	Temporarily stopped for assessment	0	True	DOID:263	kidney cancer
Erlotinib	DB00530	Adrenal Gland Neoplasms	C0001624	NCT00947167	Terminated	Phase 2	Extreme toxicity of Pertuzumab and Erlotinib combination	0	True	DOID:3953	adrenal gland cancer
Pertuzumab	DB06366	Adrenal Gland Neoplasms	C0001624	NCT00947167	Terminated	Phase 2	Extreme toxicity of Pertuzumab and Erlotinib combination	0	True	DOID:3953	adrenal gland cancer
Fenofibrate	DB01039	Coronary Arteriosclerosis	C0010054	NCT01030328	Terminated	Phase 3	Lack of patient population	0	True	DOID:3393	coronary artery disease
Atorvastatin	DB01076	Coronary Arteriosclerosis	C0010054	NCT01030328	Terminated	Phase 3	Lack of patient population	0	True	DOID:3393	coronary artery disease
Bevacizumab	DB00112	adult glioblastoma	C0278878	NCT01189240	Terminated	Phase 1/Phase 2	Company decided to stop development of drug - 7/31/12	0	True	DOID:3070	malignant glioma
Cyclophosphamide	DB00531	Malignant neoplasm of skin	C0007114	NCT01236573	Terminated	Phase 1/Phase 2	Unexpected toxicities, likely due to TIL/IL-12 & low % of durable responses.	0	True	DOID:4159	skin cancer
Fludarabine	DB01073	Malignant neoplasm of skin	C0007114	NCT01236573	Terminated	Phase 1/Phase 2	Unexpected toxicities, likely due to TIL/IL-12 & low % of durable responses.	0	True	DOID:4159	skin cancer
Sunitinib	DB01268	Plexiform Neurofibroma	C0206728	NCT01402817	Suspended	Phase 2	1 patient died of uncertain cause but possibly related to drug. Regulatory currently reviewing	0	True	DOID:1192	peripheral nervous system neoplasm
Metformin	DB00331	Polycystic Ovary Syndrome	C0032460	NCT01638988	Withdrawn	Phase 3	Previous studies have been done regarding same condition	0	True	DOID:11612	polycystic ovary syndrome
Clomifene	DB00882	Polycystic Ovary Syndrome	C0032460	NCT01638988	Withdrawn	Phase 3	Previous studies have been done regarding same condition	0	True	DOID:11612	polycystic ovary syndrome
Paclitaxel	DB01229	Squamous cell carcinoma of skin	C0553723	NCT02076243	Terminated	Phase 2	Closed by sponsor	0	True	DOID:4159	skin cancer
Gemcitabine	DB00441	Pancreatic Ductal Adenocarcinoma	C1335302	NCT02194829	Suspended	Phase 1/Phase 2	Temporarily stopped for assessment.	0	True	DOID:1793	pancreatic cancer
Paclitaxel	DB01229	Pancreatic Ductal Adenocarcinoma	C1335302	NCT02194829	Suspended	Phase 1/Phase 2	Temporarily stopped for assessment.	0	True	DOID:1793	pancreatic cancer
Dimethyl fumarate	DB08908	Multiple Sclerosis, Secondary Progressive	C0751965	NCT02430532	Terminated	Phase 3	Sponsor Decision	0	True	DOID:2377	multiple sclerosis
